,PetID,sentiment_document_score,sentiment_document_magnitude
6625,449290a8b,0.1,0.2
6626,ab22c3350,0.7,0.7
6627,7bb118200,0.1,1.8
6628,0ffe99b25,0.2,1.5
6629,9b95ec85b,0.0,2.9
6630,b62d80c49,0.3,0.3
6631,2e9a64836,0.1,0.1
6632,a17411df1,0.1,2.3
6633,586585da9,0.4,1.8
6634,a3e73475f,0.4,1.9
6635,af8fdab18,0.5,0.5
6636,fc1457818,0.3,3.2
6637,31e266863,0.1,3.2
6638,6f2ddae0d,0.1,4.4
6639,e0b36580b,-0.1,0.3
6640,369dc90b6,0.1,4.3
6641,2ee5073bc,0.0,0.0
6642,6e3631a29,0.3,2.1
6643,86d42fe3f,0.2,1.5
6644,77fa5cdd7,0.0,0.0
6645,b5521c7e1,0.6,1.2
6646,8f22842c0,0.6,1.9
6647,8f42303f4,0.9,0.9
6648,d76c4ec1e,0.4,0.9
6649,ffb315803,0.3,2.9
6650,935098bbf,0.1,1.2
6651,96b8b56b4,0.1,2.8
6652,ff8e4c708,0.1,4.4
6653,1a1e3aa63,0.2,1.0
6654,55247ed35,0.0,0.2
6655,30f92e1ab,0.4,0.4
6656,8fd0bd843,0.7,2.8
6657,9f5636404,0.4,4.0
6658,3ebb0dd45,0.4,2.1
6659,fb8efea32,0.4,3.3
6660,d353b436f,0.4,0.8
6661,34452eefb,0.3,1.5
6662,c37b2e740,0.4,3.5
6663,1ef3f5030,0.0,0.2
6664,dfa8ac290,0.2,1.1
6665,18286db6a,0.0,0.0
6666,f9e4762d2,0.0,13.5
6667,006d301e9,0.2,5.1
6668,7addf37de,0.2,3.4
6669,50723f2c3,0.3,1.1
6670,8773f250c,0.1,2.3
6671,e62e5aa26,0.2,2.7
6672,95af010cb,0.1,1.9
6673,852296968,0.1,1.3
6674,76288167b,0.3,3.2
6675,45c278a7d,0.2,0.8
6676,ed84380a5,0.5,1.7
6677,cc2881a97,0.3,7.2
6678,8e1858e7f,0.6,1.8
6679,e4f117930,0.2,3.2
6680,ff50c6171,0.2,2.1
6681,f22ff0f64,0.0,4.5
6682,9a65d163b,0.9,0.9
6683,cbfaa79cb,0.5,5.1
6684,2d2f2a305,0.1,3.7
6685,8377bfe97,-0.2,3.0
6686,86d203b94,0.3,1.2
6687,2318247fb,0.1,2.2
6688,7f4fb6f7e,0.2,1.7
6689,8755daaed,0.1,2.8
6690,0be5af159,0.0,0.0
6691,d2fb45c15,0.4,3.7
6692,1f25222ce,0.1,2.9
6693,a6c836abe,0.1,2.6
6694,8d676283f,0.2,1.6
6695,016dcf8d4,0.7,2.3
6696,25c1c662b,0.7,3.5
6697,0f366f264,0.2,3.5
6698,e3672355d,0.0,0.0
6699,bd331b74e,0.4,5.1
6700,6aff78ff8,0.2,0.5
6701,b7d753c5a,0.0,0.8
6702,a4e4b1640,0.8,1.6
6703,ea1736eec,0.0,1.2
6704,797725280,0.3,1.7
6705,f57a5c0ea,0.0,0.8
6706,530c897a2,0.4,2.4
6707,6272ed019,0.1,1.8
6708,409ad5a23,0.8,1.7
6709,620ebd7ab,0.2,3.0
6710,5ad497d30,0.1,4.2
6711,227b372a2,0.4,3.5
6712,f680cd37a,0.0,2.5
6713,ea4c18b67,-0.2,0.2
6714,341420028,0.1,0.1
6715,a89bfa0aa,0.2,1.9
6716,f3326d571,0.4,0.9
6717,6fcee4bee,0.2,1.2
6718,9141b7803,0.2,1.4
6719,da7895cbd,0.5,1.0
6720,742cced96,0.3,3.2
6721,9a3c966a9,0.2,3.1
6722,b4d341b10,0.0,0.0
6723,2a734045b,0.6,3.1
6724,652f89d34,0.2,1.1
6725,e6f4d14a0,0.0,0.0
6726,46a5f0ba6,0.5,0.5
6727,cd8af1bda,0.4,2.3
6728,0a20eaed8,-0.3,4.6
6729,fa0295935,0.4,2.7
6730,8e68a9075,0.4,2.5
6731,d1f01fc04,0.0,1.2
6732,6648175ff,0.9,0.9
6733,a1019e087,0.5,2.9
6734,aa7dc1913,0.2,1.9
6735,3ed60e624,0.0,0.0
6736,2209979e1,0.3,2.4
6737,66d4911f9,0.8,2.4
6738,8b85a3893,0.7,1.4
6739,00c71a320,0.4,0.9
6740,7fa23fd14,0.0,1.4
6741,7b660c6af,0.0,0.6
6742,728ed1c0e,0.0,0.0
6743,d1bfba974,0.5,1.1
6744,f62e604d6,0.2,4.4
6745,1945e2783,0.3,4.1
6746,7b22d0224,0.0,1.2
6747,cc0a49f6f,-0.5,1.0
6748,72d753384,0.0,0.3
6749,5043a32cb,0.5,3.5
6750,7630f3d6c,0.6,0.6
6751,b8088575c,0.5,1.0
6752,310f053bd,0.9,1.8
6753,859b2a95b,0.4,2.1
6754,2566ab3a5,-0.7,0.7
6755,6afe7ee11,0.2,0.2
6756,c19fa21be,0.4,1.3
6757,4a66f74ff,0.0,0.9
6758,9a1715a97,0.0,15.0
6759,be604ea67,0.0,0.5
6760,a0350cce0,0.1,0.9
6761,f231e1f78,0.5,1.1
6762,564ad520f,0.0,2.6
6763,863738ca1,0.6,2.7
6764,63a542d16,0.4,5.1
6765,f87489d3e,0.2,3.2
6766,e6292a7b6,0.2,1.1
6767,4d7111b92,-0.8,0.8
6768,27b708edc,0.2,0.8
6769,98e211da3,0.2,1.8
6770,2dc54e9fd,0.0,1.6
6771,eaf610cd0,0.6,2.6
6772,8c1658988,0.0,12.7
6773,574e7393b,0.3,1.3
6774,ad6387a7e,-0.1,2.4
6775,c59c51828,0.5,0.5
6776,4405cc72c,0.3,1.4
6777,d5df34957,0.5,1.7
6778,dbc39e84b,-0.1,4.1
6779,95fc36030,0.7,3.8
6780,79ec57bd7,0.9,0.9
6781,9817c3ef1,0.3,1.8
6782,23ed3e349,0.2,2.3
6783,d14d62508,0.3,3.7
6784,336504b7d,0.6,1.2
6785,59a23bac0,0.4,2.4
6786,e15353d1b,0.0,0.0
6787,a85457e16,0.1,4.4
6788,a4530b1d0,0.4,1.5
6789,401553149,0.5,1.6
6790,53759835a,0.1,0.8
6791,e6bc32c73,0.2,0.5
6792,c9439e71b,-0.1,1.1
6793,fba2f803d,0.2,4.8
6794,4370b5ff7,0.0,0.3
6795,ecc626163,-0.1,0.7
6796,b73a7ca90,0.5,1.7
6797,6dd6363f0,0.3,4.8
6798,530b7bcec,0.5,6.2
6799,f39938992,0.1,0.2
6800,4a0a6f8a7,0.0,0.0
6801,48553ec94,0.4,6.9
6802,9acd96273,0.0,1.4
6803,577d15fea,0.5,1.6
6804,3fbc3ca27,0.1,3.3
6805,ffebad2e7,0.1,1.4
6806,435bb3995,0.0,0.1
6807,298feb02b,0.1,2.1
6808,a243c61c6,0.1,2.6
6809,a226d8246,0.7,1.5
6810,39b3fe88f,0.0,0.0
6811,9eb98f34c,0.0,0.0
6812,fa41fb473,0.9,0.9
6813,3497c1ad0,0.0,3.2
6814,276ce7f3a,0.0,3.2
6815,113b2b57a,0.0,0.0
6816,c5b97062a,0.7,0.7
6817,7d7eef3d3,0.4,2.8
6818,52ed9719f,0.2,3.9
6819,f9347cf8e,0.1,0.2
6820,d202e4c9c,0.2,0.5
6821,af32c8be0,0.3,0.9
6822,2c46efe8f,0.2,1.7
6823,d2161e0a2,0.0,0.4
6824,1ffe668f9,0.3,4.2
6825,a85a1c8c3,0.7,2.1
6826,e62224eeb,0.4,1.4
6827,f5d60ca48,0.3,0.3
6828,e58dd05c8,0.0,0.5
6829,c9cc0915c,-0.2,1.2
6830,3c1cc2c24,0.0,2.3
6831,cb5597fb1,0.2,3.4
6832,6da1ee245,0.4,13.5
6833,ca7075738,0.0,0.0
6834,229beedff,-0.2,1.1
6835,1a030d758,0.2,3.1
6836,8fa705c07,0.2,0.2
6837,2bbe22924,0.2,1.3
6838,8420d063a,0.4,3.5
6839,5ff169a48,0.3,2.9
6840,b041aab9f,0.7,1.5
6841,07cc0ce27,0.1,9.2
6842,1d6a1b32c,0.0,0.0
6843,4501c8125,0.4,2.9
6844,392df6910,0.0,0.1
6845,f000f169a,0.1,0.7
6846,49360414f,0.3,1.6
6847,ec8411943,0.3,0.9
6848,1d8d037a2,0.7,2.3
6849,8cee52ff2,0.2,1.3
6850,7ca5ee472,0.2,2.7
6851,cb0e74ef1,0.8,0.8
6852,445c703ff,0.4,2.0
6853,bb90447e5,0.1,2.8
6854,1ae9a98d3,0.5,1.1
6855,f97d14e01,0.1,5.4
6856,4f412d0fc,0.3,2.3
6857,37ea8d2db,0.2,3.6
6858,110d4487e,0.2,3.9
6859,6f36088f5,0.4,1.4
6860,3a64a5704,0.2,12.2
6861,a6236b3b8,-0.2,0.6
6862,dcdb6907c,0.5,1.6
6863,5e6de643b,0.5,3.8
6864,f3778f601,0.3,2.7
6865,2430b50b4,0.3,3.6
6866,af0494f60,0.2,2.4
6867,274c7f123,0.0,3.5
6868,1f4a53e6c,0.1,0.9
6869,85f63b533,0.1,0.1
6870,26e02fdeb,0.5,3.5
6871,f3cb6ffea,0.4,4.4
6872,8f6b92b4d,0.4,0.8
6873,5e5f1623c,0.1,1.6
6874,304f1260c,0.2,2.5
6875,e8e461026,0.1,0.9
6876,9499f293e,0.0,0.0
6877,e2334b5d7,0.0,2.1
6878,9819716c8,0.3,1.1
6879,952501bdb,0.0,3.5
6880,eff6d721e,0.0,3.3
6881,538b47698,0.3,1.3
6882,74363ff2b,0.0,1.7
6883,e1dcf0e9e,0.0,1.5
6884,351586450,0.6,1.3
6885,3eaae43f3,0.2,2.9
6886,1adb69797,0.4,1.2
6887,a4ba78b62,0.3,2.5
6888,ce788268c,-0.2,1.4
6889,7542076e8,0.4,4.0
6890,a80687cf1,0.9,0.9
6891,8f21fee9f,0.3,1.2
6892,fc2ac0b04,0.4,3.6
6893,7b01ae317,0.5,1.7
6894,c42e5a129,0.5,1.5
6895,40156a896,0.1,3.4
6896,a2b226c6c,0.7,2.2
6897,bd18b6cf6,0.3,0.6
6898,42137817c,0.0,0.6
6899,07c284733,0.8,0.8
6900,4f7932c0d,0.2,0.9
6901,847a8b31d,0.3,5.7
6902,9d5f190cf,0.2,6.8
6903,4c6a4b965,0.3,4.0
6904,850875906,0.0,4.0
6905,2618aa6a2,0.0,2.1
6906,167a6dcf3,0.3,0.3
6907,461b33f39,-0.1,6.7
6908,290c3cd9e,0.6,1.3
6909,52e6abd35,0.5,0.5
6910,b1cb5d0ec,0.2,4.4
6911,650f2854b,0.6,4.0
6912,6ef7f0012,0.5,1.8
6913,5c1890dc7,0.3,1.0
6914,d2b59ecaa,0.1,1.1
6915,b22e78544,0.0,1.9
6916,7b67f6ed6,0.1,1.1
6917,a6adb9a9f,0.0,2.0
6918,40fdde0aa,0.0,1.8
6919,9d356b9f6,0.3,1.4
6920,afe9d7dca,0.0,0.0
6921,36ddc4f2d,0.1,0.9
6922,270461683,0.5,1.1
6923,d1f444e66,0.4,1.9
6924,0fae8116c,0.2,1.3
6925,e8f6ede8c,0.3,0.7
6926,115d6458f,0.0,16.8
6927,c1f738966,0.7,0.7
6928,e472219f1,0.2,2.2
6929,b5c553616,-0.7,0.7
6930,094ba0325,0.3,2.4
6931,573f51aca,0.3,0.9
6932,7ba2a5c50,0.9,1.8
6933,4033fee1a,0.2,0.9
6934,8f2946027,0.0,0.7
6935,34d387261,0.2,6.3
6936,d4223dd4c,0.2,1.7
6937,1042ee67b,0.4,0.8
6938,4f1d86875,0.1,0.7
6939,5247209aa,0.9,0.9
6940,e4da1c9e4,0.9,0.9
6941,52c49d6b6,0.2,0.5
6942,0cf645af3,0.5,3.1
6943,89bc4559f,0.1,1.0
6944,69a1bfaa9,0.3,1.6
6945,d870d5767,0.2,3.4
6946,93df8b5c7,0.0,0.0
6947,f96ccddd5,0.2,9.2
6948,2040d593c,0.1,1.3
6949,4679d01e2,0.1,2.3
6950,cbeb9fc1d,0.0,3.1
6951,18aa41749,0.7,1.4
6952,90f1bb168,0.9,0.9
6953,b0e26c028,0.8,0.8
6954,3c0450f2f,0.0,3.3
6955,8f38dbd18,0.6,2.8
6956,f61e89a28,-0.1,1.2
6957,1e0be9e49,0.2,0.2
6958,8e3e0ffde,-0.4,0.4
6959,ec250ea11,0.5,0.5
6960,310b5199f,0.9,0.9
6961,cc4670dac,0.6,1.9
6962,a89af346d,0.3,3.1
6963,fe3950458,0.1,0.9
6964,26428557f,0.1,1.3
6965,bb5917ca8,0.2,1.0
6966,cbd703fb6,0.7,4.5
6967,654acdb4b,0.4,1.7
6968,61f0927c3,0.3,0.3
6969,95563629d,0.8,1.6
6970,22937e80e,0.3,1.0
6971,c260c7b3b,0.2,0.7
6972,f9a3f579a,0.3,1.8
6973,73d59a848,0.5,2.4
6974,4eb30abb2,0.6,2.4
6975,07d2a9eff,0.9,0.9
6976,9c70eee7b,0.2,2.8
6977,02c39fd73,0.2,1.0
6978,2c5f2907a,0.1,3.3
6979,a92258c0e,0.3,1.9
6980,0d2394669,0.5,2.0
6981,87554ea1f,0.1,1.0
6982,138035c7a,0.4,1.0
6983,a83683f66,0.1,2.6
6984,203e2bd3c,0.3,6.8
6985,cbc7dc778,0.2,1.1
6986,6ff9b83f0,0.4,1.2
6987,0c17e1f32,0.0,1.0
6988,d0e2d8d15,0.2,0.2
6989,474bccd75,0.8,1.6
6990,35ce89b5c,0.5,2.3
6991,dc1c9f8d5,0.5,2.8
6992,9cac98ce6,0.3,2.0
6993,3d181b3c6,0.9,0.9
6994,1aa39ed52,0.0,0.3
6995,106de20f0,0.8,1.6
6996,b1dd64fa6,0.4,4.5
6997,71655dcec,0.2,12.9
6998,493d9cc81,0.1,3.3
6999,9fb186834,0.1,4.2
7000,c0677007e,0.5,1.8
7001,c9595d1f6,0.2,1.3
7002,deaba5702,0.2,5.2
7003,bb43b6a0d,0.1,1.6
7004,9951dff79,0.1,2.2
7005,addb9bc2d,-0.5,1.0
7006,898476994,0.2,0.4
7007,2a6d369bb,0.3,2.7
7008,8dd8a7b9e,0.9,0.9
7009,870fc2931,0.3,1.3
7010,76aba4871,0.0,0.6
7011,b8bc0c25c,0.4,0.9
7012,2dd31e8ff,0.2,3.7
7013,3ba83a496,0.1,2.0
7014,c73c8b6d1,0.0,1.7
7015,2e77e1c78,0.3,1.3
7016,64a0deeb0,0.3,0.6
7017,d4b028ea8,0.0,1.4
7018,4d5e4949a,0.2,3.3
7019,796781fbb,0.1,0.1
7020,e723eee29,0.6,1.8
7021,fea00b643,0.6,2.6
7022,7115607a0,0.7,3.6
7023,91288ac35,0.1,1.7
7024,7a875ef01,-0.1,0.5
7025,ae3ff3cbc,0.0,2.5
7026,be16b20d6,0.1,4.2
7027,e03ec2a98,0.7,2.8
7028,93f758039,0.2,1.2
7029,3befd2af6,0.4,3.0
7030,d50a1665e,0.1,5.6
7031,37d88b689,0.4,3.9
7032,a1543decd,0.3,1.2
7033,61be9a64f,0.0,2.4
7034,9e4e77074,0.1,2.9
7035,3edf44325,0.0,0.0
7036,9e172ab13,0.6,6.3
7037,2ebb5aa64,0.8,2.4
7038,2aadf6110,0.3,4.1
7039,f824e33a8,0.4,1.5
7040,78551abb5,0.9,0.9
7041,8a01ffaa7,0.2,2.1
7042,0935ab38b,0.0,1.2
7043,5a4b6ea39,0.6,1.9
7044,e218c632b,0.1,3.4
7045,a47931d69,0.8,0.8
7046,6c551fd9b,-0.1,3.7
7047,4298e4c15,0.4,3.9
7048,d3b017517,-0.1,1.3
7049,e73038b62,0.1,0.3
7050,295dac1ce,0.1,1.3
7051,5328a3ad8,0.2,5.9
7052,812ec1ab5,0.7,0.7
7053,36681852f,0.8,0.8
7054,cdab8ba8e,0.1,13.7
7055,5e390710c,0.3,6.4
7056,8a99dadaf,0.0,1.9
7057,275df2552,0.0,0.0
7058,f9f0a5dfb,0.1,1.7
7059,af56651cb,0.2,0.8
7060,93ccba02b,0.2,0.9
7061,322b32801,0.4,1.3
7062,672cc8af8,0.1,2.8
7063,002230dea,0.4,2.0
7064,141b5d279,0.3,3.9
7065,b3a42fc4a,0.3,3.1
7066,1aaa74b35,0.0,0.1
7067,b62a100d6,0.3,0.6
7068,0d7f7a155,0.2,0.2
7069,d2f333b86,0.3,4.3
7070,27b5a9db5,0.3,1.9
7071,f10643d7e,0.3,2.6
7072,cf6995fef,0.1,5.6
7073,f5d514b10,0.5,2.0
7074,8655a46ed,0.2,1.6
7075,fe1c36fb1,0.0,2.8
7076,1b5fd0e44,0.4,1.2
7077,2b38b60d2,0.2,10.8
7078,73c2c22ca,0.4,0.8
7079,01ba86830,-0.2,0.2
7080,adfa73768,0.2,0.2
7081,b113401e2,0.3,4.8
7082,aefff4a06,0.5,3.4
7083,0e6523901,0.4,1.8
7084,548351895,0.3,1.9
7085,f247a5242,0.2,1.2
7086,0a4fc94e5,0.4,1.2
7087,ef7555da8,0.0,1.3
7088,dc1d76def,0.4,2.4
7089,9ee7776db,0.0,0.0
7090,8063090ec,0.0,0.0
7091,b7af4869d,0.3,2.8
7092,7df56218d,0.2,3.1
7093,b04b200fa,0.0,0.1
7094,8009b7ac8,0.0,1.5
7095,0fb6881ae,0.1,0.3
7096,daed3d063,0.8,0.8
7097,5c810c552,0.7,1.4
7098,5ddd7f219,0.2,0.5
7099,85d78c2c2,0.6,2.7
7100,8ebe54ca6,0.6,1.8
7101,b47536db5,0.2,1.3
7102,689e4e3bf,0.8,1.6
7103,f5c803412,0.2,3.7
7104,9fce612cf,0.2,5.9
7105,a8ba4dfa1,0.7,0.7
7106,d8715d47e,0.3,7.3
7107,e00282d72,0.1,0.3
7108,5b4dd9fb3,0.1,0.7
7109,d02feb234,0.9,1.8
7110,5fe32151b,0.3,4.1
7111,0e922caab,0.2,3.8
7112,a7560614d,0.0,0.1
7113,dfcbce94d,0.5,2.5
7114,eaf87e39e,0.3,2.9
7115,9beedceb9,0.3,1.5
7116,ee5583527,0.3,1.4
7117,1534419ad,0.3,1.7
7118,bb928145e,0.2,1.0
7119,023979a33,0.6,1.8
7120,4463deb9a,0.0,4.6
7121,4b5532afb,0.2,0.7
7122,10b46b83f,0.4,0.4
7123,48088c0e2,0.0,0.4
7124,6dcb51c02,0.2,0.6
7125,afd3ded05,0.5,7.6
7126,0fc2dc3cb,0.5,2.0
7127,207c24fd3,0.3,3.8
7128,7ac66a1c2,0.3,1.1
7129,215f9a760,0.4,3.3
7130,9e2af0f7a,0.4,4.2
7131,8f9010452,0.6,0.6
7132,f073c005e,0.1,12.5
7133,cb14d1ba1,0.0,4.5
7134,474ee7e00,0.0,2.2
7135,75bc667ae,0.1,1.0
7136,9801a0f9c,0.1,0.6
7137,8f26b1b5c,0.9,0.9
7138,ea319fdec,-0.1,0.9
7139,e0238b8c2,0.4,2.2
7140,c1116d6c4,0.5,3.5
7141,33826a08a,0.0,0.0
7142,040a9a6f9,0.1,0.9
7143,5287fead8,0.0,3.0
7144,aaf7d5da8,0.1,4.5
7145,88bc9864c,0.2,1.0
7146,954a6e415,0.4,1.4
7147,1100bff90,0.3,2.4
7148,a67c850b3,0.3,1.2
7149,4ea44a5b0,0.0,0.3
7150,37fb97f8b,0.4,3.4
7151,5c9d75ab9,0.5,0.5
7152,095314294,0.7,0.7
7153,2bea067f2,0.2,3.3
7154,0b8e1dd80,0.6,3.2
7155,355e8bc38,0.0,0.0
7156,81ecf4cda,0.9,0.9
7157,b2e46582a,0.2,4.4
7158,382d948b1,0.2,2.5
7159,0d6b8efdc,0.3,5.4
7160,db4995bf8,0.7,2.9
7161,111748c15,0.8,1.7
7162,fb89569d8,0.1,1.6
7163,31a77d7ba,0.2,3.5
7164,14c6c68e2,0.2,2.7
7165,19f4d65b7,0.3,2.2
7166,0ac81fcc4,0.2,1.4
7167,1069c72a9,0.3,2.3
7168,133ca8c90,0.8,2.5
7169,bea8484a3,0.0,0.0
7170,831505752,0.6,1.3
7171,5d00ca4d0,0.1,1.7
7172,be84c367d,0.8,0.8
7173,7f6cdf26b,0.3,3.0
7174,d7d1cf92c,0.2,3.0
7175,8cf927527,0.0,0.4
7176,298ae7ea4,0.8,1.7
7177,99ab7c701,0.9,0.9
7178,0880d7f1e,0.3,3.8
7179,e5155cda1,0.0,0.5
7180,f54d6a569,0.2,1.3
7181,fc19f9c36,0.9,0.9
7182,27c4981c9,0.1,2.0
7183,500327aed,0.2,0.2
7184,163133ac9,0.3,0.3
7185,4ed2fba3e,0.3,2.3
7186,88f092c58,0.4,1.8
7187,20ba919c6,0.7,2.3
7188,3604fc814,0.9,0.9
7189,76c3b16af,0.6,1.3
7190,be7b65c23,0.1,2.7
7191,6d95c8ec6,0.3,1.1
7192,c77a68714,0.2,1.7
7193,7998c5869,0.1,2.2
7194,40843af1e,0.6,2.9
7195,66832a1e1,-0.1,1.9
7196,001a1aaad,0.2,3.5
7197,52363327c,0.5,1.7
7198,3d0752cd9,0.1,3.3
7199,5adb9d9b3,0.2,1.8
7200,b1d936001,0.4,2.3
7201,01142a354,0.1,2.7
7202,b5fd8a091,0.3,0.7
7203,cb867cac6,0.0,6.7
7204,e0ad66343,-0.1,1.2
7205,151481179,0.0,6.1
7206,c76e9857b,0.4,2.2
7207,83d36f269,0.5,0.5
7208,d3c880313,0.5,4.3
7209,8a9bdc274,0.7,2.9
7210,a31d4c0f0,0.3,2.7
7211,ca17a355e,0.3,1.1
7212,45dbc315f,0.2,1.0
7213,4fec4436f,0.2,3.2
7214,5366eff00,-0.4,1.6
7215,50ae3720b,0.2,1.2
7216,582c02d86,0.5,1.7
7217,3fd545213,0.2,1.8
7218,ec182ebc4,-0.2,1.7
7219,dc0935a84,0.4,2.5
7220,6eedb995d,0.2,0.2
7221,ecaf2b938,0.0,0.0
7222,2b3ec0f96,0.2,1.2
7223,7993d67e3,-0.2,2.0
7224,98c36e1bc,-0.1,0.8
7225,1b1fdfd71,0.3,6.3
7226,0f2879b04,0.0,4.9
7227,b9fa9ce00,0.8,0.8
7228,47fc12331,0.4,0.9
7229,12890e9dc,0.0,1.7
7230,ee93b2d47,0.4,0.9
7231,9697ebf42,-0.1,7.2
7232,527b6112b,0.1,2.2
7233,9b8a35f8b,0.2,2.4
7234,9f2251ffe,0.2,1.2
7235,410490c8d,0.4,0.9
7236,3fc2f9495,0.2,4.9
7237,2cb3529bc,0.3,2.5
7238,678140b71,0.2,5.1
7239,dc2ae1787,0.4,0.9
7240,80b137b2a,0.8,0.8
7241,e1cc143c4,0.5,4.7
7242,d6ff1af86,0.7,2.1
7243,087ee8e83,0.2,3.0
7244,e6aceb97f,0.0,0.0
7245,c8a528b69,0.4,2.5
7246,8528b3d49,0.2,3.3
7247,a811da408,0.3,1.2
7248,645914c88,0.1,1.2
7249,89c28aad0,0.3,1.4
7250,8d970238d,0.4,3.2
7251,9242ba394,0.3,0.3
7252,abfad94f2,-0.2,7.9
7253,f29afd123,0.3,0.9
7254,0d20efa95,0.7,2.9
7255,ee2e82f01,0.2,3.0
7256,c93e37265,-0.3,1.0
7257,b12bdec95,0.4,2.7
7258,d08cf8cb2,0.5,2.8
7259,6261c9966,0.1,0.9
7260,aa91c3400,0.0,2.2
7261,037464956,0.2,1.3
7262,d01e08ee2,0.2,0.2
7263,5bee46079,0.3,0.6
7264,2563127ad,0.3,0.6
7265,b558d016b,0.3,0.3
7266,4d7578341,0.5,1.1
7267,2a7b5edbf,-0.7,0.7
7268,b9c0de515,0.0,1.5
7269,765039f34,0.0,2.3
7270,e6c917eb2,0.9,0.9
7271,bd485150e,0.3,0.8
7272,df03e957d,0.0,0.0
7273,832110a99,0.4,2.2
7274,57b1f782b,0.1,2.1
7275,7eae805cd,0.1,0.5
7276,a015cce59,0.9,2.7
7277,355048bb7,0.9,1.8
7278,363a00ab0,0.2,4.2
7279,e73146163,0.1,5.6
7280,1c16e813b,0.3,0.7
7281,d7976886b,0.2,0.6
7282,a362ad62e,0.1,8.1
7283,30aa1059a,0.1,2.3
7284,f3b29563b,0.0,0.0
7285,7c8053564,0.6,3.6
7286,c6d7271e8,0.1,2.3
7287,b3185d954,0.1,1.7
7288,c49629a90,-0.4,0.9
7289,4622342f4,0.3,1.4
7290,6c44c99ef,0.1,0.3
7291,60b9421cc,0.3,3.8
7292,23df34fbc,0.6,3.3
7293,6f07e7abf,0.2,4.0
7294,386990598,0.2,2.9
7295,a73b9eafd,0.9,0.9
7296,e08c4940e,-0.3,1.2
7297,9e6f98ce2,0.3,1.5
7298,1927c2ed2,0.2,5.3
7299,d6b7b63de,0.6,0.6
7300,d8d840693,0.4,3.0
7301,20e4dbf48,0.5,4.2
7302,a3f6438ea,0.2,3.7
7303,117a7da85,0.4,1.6
7304,c0096c460,0.8,0.8
7305,8468db069,0.9,0.9
7306,ea6d8cb1d,0.8,0.8
7307,962f76f58,0.8,2.5
7308,17fb33fc8,0.2,3.8
7309,658e4415a,0.1,1.6
7310,e6d59d514,0.0,0.0
7311,8ab53c55c,0.3,3.1
7312,c213bcac3,0.4,2.4
7313,26fdc2915,0.1,0.3
7314,848c1d759,0.2,1.7
7315,2b8832432,0.2,1.4
7316,ea3fe3286,0.1,3.7
7317,ad70b1120,0.3,1.6
7318,7013035d9,0.5,1.0
7319,f0a2122d4,0.4,1.0
7320,e257f17da,0.1,2.2
7321,24e22fd2e,0.3,2.6
7322,483f1aae8,0.4,1.3
7323,26901ccb0,0.0,1.7
7324,124eeac80,0.5,4.2
7325,60e5899e2,0.7,1.4
7326,e21d09b79,0.4,0.9
7327,41bcb5de4,0.2,1.0
7328,f58143fd5,0.4,2.0
7329,ba79cfddf,0.1,0.5
7330,6db506983,0.3,2.7
7331,8afeab374,0.3,6.8
7332,c05adb8fe,0.1,1.1
7333,4cfd0fac0,0.0,6.8
7334,cc3434ae1,0.5,4.4
7335,6d5afdb0f,0.2,0.2
7336,95c01e235,0.9,0.9
7337,a25a5ad9e,0.2,4.2
7338,88ac92eed,0.5,2.2
7339,ef0fde5be,0.5,0.5
7340,36b7411f9,0.1,2.3
7341,a68361fdb,0.6,1.3
7342,2be9fa813,0.9,0.9
7343,fefb3826e,0.2,2.3
7344,d0c1d6b64,0.1,0.2
7345,a2cd8b4ae,0.6,1.3
7346,eb30d51aa,0.2,2.3
7347,358270782,0.7,2.3
7348,93f620b68,0.3,1.6
7349,c69842c2a,0.1,6.8
7350,578b82f50,-0.3,2.5
7351,e01e4a748,0.2,4.5
7352,bc1b742f4,0.4,1.0
7353,70ffcfbcb,0.2,2.8
7354,ea03ccbba,0.6,0.6
7355,035992662,0.0,1.5
7356,355cc5db7,0.9,0.9
7357,d3ccb2482,0.3,3.0
7358,e66ee4be8,0.2,0.9
7359,1e115d8ff,0.5,2.8
7360,ca11826f9,0.1,0.1
7361,2dafa7b63,0.2,4.7
7362,bf8aa8f96,0.3,4.3
7363,f489059e0,0.1,5.8
7364,e83e05a06,0.2,0.7
7365,0b243ba27,0.4,0.8
7366,8396c07c5,0.1,1.6
7367,19f0ef706,0.2,8.9
7368,db08f8564,0.6,3.3
7369,a2ac8316b,0.2,0.7
7370,70aa95825,0.3,0.7
7371,97dc40c6f,0.6,6.3
7372,409740892,0.9,0.9
7373,3a97c693e,0.9,0.9
7374,e16fc7feb,0.0,2.9
7375,d99012d9f,0.8,1.6
7376,2bb2a981b,0.5,0.5
7377,b6650d183,0.9,1.8
7378,4a2270c3e,0.0,3.3
7379,b1a6fb38c,0.1,0.1
7380,36ad4a880,0.3,11.8
7381,f90762cef,0.3,1.5
7382,8d92ada81,0.3,3.3
7383,5e8f72190,0.4,1.8
7384,c0b1f82b1,0.1,2.6
7385,ae4ebeb3e,0.3,1.0
7386,6c06b0725,0.5,2.3
7387,93ae9be69,0.0,0.0
7388,b6684c4b7,0.0,3.6
7389,a993cd91a,0.5,2.7
7390,4f3e35156,0.9,0.9
7391,42444811d,0.2,0.9
7392,b67778d17,0.3,1.3
7393,f0885aa00,0.0,0.5
7394,88a5b8318,0.4,1.3
